Date,Time,cityAccidente,countryAccidente,Operator,cityOrigen,cityDestino,Type,Aboard,Fatalities,Ground,latAccidente,lonAccidente,latDestino,lonDestino,latOrigen,lonOrigen,Summary
8/20/82,, Castries, Saint Lucia,Inter Island Air Services,Amman,East London,Britten-Norman BN-2A Islander,10,10,0,14.0095719,-60.9903195,-33.0191604,27.8998573,31.6586023,36.32185378,
4/13/82,14:40, Erzurum, Turkey,Military - U.S. Air Force,Athens,Mazar i sharif,Lockheed C-130H,27,27,0,39.7581897,41.4032241,36.7113366,67.1087511,37.9841493,23.7279843,An hour after leaving Santiago  radio contact with the flight was lost  as it had crashed in the high Andes.  It was not found until February 1941  by indians  who plundered the aircraft and the dead passengers looking for valuables.
1/14/82,, Addis Ababa, Ethiopia,Military - Ethiopian Air Force,Lvov,Algiers,Antonov AN-26,73,73,0,9,38.75,28.0000272,2.9999825,49.8419505,24.0315968,
12/18/81,13:06, Covenas, Colombia,ACES Colombia,Albany,Santaigo,de Havilland Canada DHC-6 Twin Otter 300,13,13,0,9.41146205,-75.63978919,28.8764463,-81.3090669,42.6511674,-73.754968,While flying in a normal  slightly descending path  the aircraft  first collided with the ground just a few feet  below the top of a small knoll tearing out both engines and engine nacelles. It then rebounded and continued through the air for a distance of 1 120 feet  where it came to rest.  Error on the part of the pilot in executing an abrupt maneuver with insufficient altitude for safety and failure of the pilot to maintain proper control of the aircraft during this maneuver.
6/5/81,10:50, Fredrick, Maryland,Military - U.S. Air Force,Lusaka,La Macarena,Boeing EC-135N,21,21,0,34.274179,-87.7109099,37.6357664,-6.0295265,-15.4166967,28.2813812,The aircraft ran out of fuel and ditched into the ocean. Failure of the pilot to definitely establish the position of the aircraft through standard orientation procedures within a reasonable time after intersecting a leg of the Oakland radio range and of Company flight dispatchers  charged with the responsibilities of directing the operation of the trip  to properly safeguard the flight  resulting in forced landing of the aircraft at sea due to exhausted fuel supply.
12/11/80,23:53, Cairo, Egypt,Military - U.S. Air Force,London,Arauca,Lockheed C-141A,13,13,0,30.0488185,31.2436663,6.6666755,-71.0000086,51.5073219,-0.1276474,The aircraft caught fire in mid air and crashed.
12/6/80,, Dushanbe, Russia,Aeroflot,Colombo,Main AB,Yakovlev YAK-40,29,29,0,38.5346847,68.7801624,49.731352,-113.2644766,6.934287,79.8532704,Crashed and burned in dense fog while enroute.
2/22/80,, Agra, India,Military - Indian Air Force,Miami,Rurrenabaque,Fairchild C-119G,47,46,1,27.02317485,78.0925527,-14.4438045,-67.5310519,25.7742658,-80.1936589,Crashed while landing.
11/15/79,12:00, Chicago, Illinois,American Airlines,Istanbul,Montreal,Boeing B-727,78,0,0,41.8755546,-87.6244212,45.5115944,-73.6051013,41.0096334,28.9651646,Crashed after in-flight loss of control  possibly stalled at low altitude in dusty low-visibility conditions
5/27/79,, Dakar, Senegal,Military - Mauritanian Air Force,Hobart,Altamira,de Havilland Canada DHC-5D Buffalo,12,12,0,14.6930042,-17.447026,43.3768445,-4.1197476,-42.8825088,147.3281233,
4/23/79,, Cuenca, Ecuador,SAETA,Quito,Malaga,Vickers Viscount 785D,57,57,0,40.0681156,-2.1348241,36.7210805,-4.421041,-0.2201687,-78.5120913,Crashed into a hill in poor weather conditions 5 miles south of Cheyenne. Test flight. Poor judgment by the pilot for executing an abrupt maneuver with insufficient altitude for safety and  failure of the pilot to maintain proper control of the aircraft during this maneuver.
3/14/79,, Doha Airport, Qatar,Alia Royal Jordanian Airlines,Moscow,Jakarta,Boeing B-727-2D3,64,45,0,25.2607,51.5646,-6.1753167,106.8271436,55.7516335,37.6187042,The plane disappeared while en route from  Lae to Howland Island. The aircraft had to be flown higher than expected due to storms which used extra fuel.  In addition  strong head winds were encountered.  The aircraft most likely ran out of fuel and ditched into the ocean 50 to 100 miles northwest of Howland Island. Amelia Earhart  40  and navigator Fred Noo9999  killed.
10/22/78,, Bellona, Solomon Islands,Solomon Islands Airlines,Miami,El Estor,Britten Norman BN-2A Trislander,11,11,0,41.160016,14.232326,15.4718499,-89.51247771,25.7742658,-80.1936589,
10/2/78,11:20, Artigas, Uruguay,Military - Uruguayan Air Force,Saigon,Da 9999g,Douglas C-47A-DL,44,44,0,-30.6170756,-56.9373451,16.0679814,108.2119396,10.7758439,106.7017555,
6/26/78,, Bergen, Norway,Helikopter Service,Guatemala City,Beirut,Sikorsky S-61N,18,18,0,60.3943457,5.3258853,33.8959203,35.47843,14.6417889,-90.5132239,Crashed onto a roof and garage on takeoff and burst into flames. The motor may have not been warmed- up enough.
5/11/78,, Alexandria, Egypt,Nile Delta Air Services,Shemya,Annobon Island,Douglas DC-3,18,18,0,31.1990035,29.8943785,-1.4349999,5.637166263,52.7227465,174.0995162,
1/1/78,20:15, Bandra, India,Air India,Newark,Naples,Boeing B-747-237B,213,213,0,19.0549792,72.8402203,40.8441164,14.2422998,40.735657,-74.1723667,Broken wing strut.
11/21/77,10:00, Bariloche, Argentina,Austral Lineas Aeras (Argentina),Bogota,Chennai,BAC One-Eleven 420EL,79,46,0,-41.1334672,-71.3099936,13.0796914,80.2829533,4.5980478,-74.0760867,
9/14/77,23:48, Albuquerque, New Mexico,Military - U.S. Air Force,Tasu,Altamira,Boeing - EC-135K,20,20,0,35.0841034,-106.6509851,43.3768445,-4.1197476,10.03333,36.5,
7/14/77,12:30, Cuangar, Angola,Military - Angolan Air Force,Palma de Mallorca,Khartoum,Antonov AN-26,30,30,0,-17.6097686,18.6223286,15.5933247,32.5356502,39.5695818,2.6500745,Crashed into the sea in the fog.
7/8/77,, El Bolson, Argentina,LADE,Anchorage,Jeddah,de Havilland Canada DHC-6 Twin Otter 200,6,6,0,-27.0082762,-66.7427714,21.5822247,39.1640396,61.218056,-149.9002806,Crashed into the high Sierra after encountering a severe weather front while en route. The pilot radioed that ice was forming on the DC-2's wings as it neared the Tehachapi Mountains near Bakersfield and that he was turning back towards the north to land at Fresno. The aircraft sheared off the tops of pine trees and crashed 200 feet below a summit. The wreckage was not found until 6/12/38.
4/9/77,, Cuenca, Ecuador,Servicios Aereos Nacionales Airways,Bardufoss,Baghdad,Vickers Viscount 764D,33,33,0,40.0681156,-2.1348241,33.3024248,44.3787992,69.0650033,18.5207537,The plane lost the left engine shortly after taking off. The pilot tried to make an emergency landing but was caught in a downdraft and the plane crashed.
3/3/77,15:00, Cascina, Italy,Military - Italian Air Force,Kunming,Mactan Island,Lockheed C-130H,44,44,0,43.6766738,10.5492244,10.2929096,123.9769982,25.0515153,102.7017638,
1/13/77,18:15, Alma Ata,  Kazakastan,Aeroflot,Mactan,Argentia,Tupolev TU-104A,96,96,0,43.2362314,76.9457599,47.2902236,-53.9916823,10.2999079,124.0000354,
1/3/77,, Aden, Yemen,Alyemda,Agadir,Ahmadabad,Douglas DC-3,21,20,0,12.8331607,44.9166065,23.0216238,72.5797068,30.4218772,-9.5850476,Caught fire in midair. The pilot leaped from the plane to his death as the plane began to go into a dive.
10/13/76,1:37, Bombay, India,Indian Airlines,Lisbon,Chachapoyas,Sud-Aviation Caravelle VI-N,95,95,0,18.9523804,72.8327112,-6.3404357,-77.803158,38.7130574,-9.1380056,The mail plane crashed into a fog bound tower of the interstate bridge spanning the Columbia River.
6/10/76,13:24, Bridgetown, Barbados,Cubana de Aviacion,New Delhi,London,McDonnell Douglas DC-8-43,73,73,0,13.1018264,-59.618848,51.5073219,-0.1276474,28.6138967,77.2159562,The lower right wing of the aircraft hit the mast of  a river boat and the plane flipped over on its back and  crashed onto a river bank. The aircraft was named 'Shanghai'.
3/9/76,21:45, Azores, Portugal,Military - Venezuelan Air Force,Moscow,Karachi,Lockheed C-130H,68,68,0,38.7434706,-28.36164038,24.8667795,67.0311286,55.7516335,37.6187042,
1/15/76,, Bogota, Colombia,Taxi Aereo el Venado,New York City,Cartagena,Douglas C-54A,13,13,0,4.5980478,-74.0760867,10.4236044,-75.524172,40.7305991,-73.9865812,Crashed into the Mediterranean.
1/1/76,5:30, Al Qaysumah, Saudi Arabia,Middle East Airlines,Mirabella,Pittsburgh,Boeing B-720B-023B,82,82,0,28.309722,46.1275,40.4416941,-79.9900861,45.68767,11.5659211,
10/5/75,, Cape Paterson, Australia,Air Express,Hue,Davao,Bristol 170 Freighter 21E,2,2,0,39.1354565,-123.6352913,6.610975,125.4298652,47.1817585,19.5060937,
7/15/75,, Batumi, Georgia,Aeroflot,Krasnoyarsk,Bronnoysund,Yakovlev YAK-40,41,41,0,41.6509502,41.6360085,65.4737042,12.2111915,56.0082556,92.8702365,Pilot error.
3/16/75,13:40, Barito, Argentina,Military - Argentine Air Force,Bogota,Bombay,Fokker F-27 Friendship 400M,55,55,0,-0.5687364,117.0984341,18.9523804,72.8327112,4.5980478,-74.0760867,
3/7/75,, Colina, Chile,Military - Chilian Air Force,Bogota,Pokhara,Douglas C-47A,10,10,0,-37.3621376,-61.5334792,28.2095379,83.9914028,4.5980478,-74.0760867,Chief pilot of Air France  Robert Bajac  36  killed.
3/15/73,14:00, Brunswick, Maine,Military - U.S. Navy,Westover AFB,San Juan,Lockheed P-3B Orion,5,5,0,52.27165645,10.52031383,18.38423905,-66.05343987,38.742578,-93.5734949,
3/11/73,16:40, Albuquerque,  New Mexico,National Airlines,Chicago,Ata,McDonnell Douglas DC-10-10,128,1,0,35.0841034,-106.6509851,45.9368992,18.297316,41.8755546,-87.6244212,
12/8/72,, Delhi, India,Indian Airlines,Athens,Vladivostok,Fokker F-27 Friendship 100,18,18,0,28.6572914,77.2272603,43.1152835,131.8854009,33.9595974,-83.376678,A half-hour after taking off  the engine failed and the plane crashed into a fence and burst into flames  while making a forced landing.
10/21/72,9:00, Athens, Greece,OlympiAirways,Barcelona,San Carlos de Bariloche,NAMC YS-11A-202,53,37,0,33.9595974,-83.376678,-41.1334672,-71.3099936,41.3825596,2.1771353,
9/24/72,, Ben Cat, South Vietnam,Air Vietnam (South Vietnam),Kisangani,Cairo,Douglas C-54D-1-DC,13,10,0,11.1532135,106.5903206,30.0488185,31.2436663,0.5184021,25.2057292,The mail plane crashed in a snow storm.
6/13/72,, an Loc, South Vietnam,Military - Vietnamese Air Force,Jeddah,Athens,Boeing Vertol CH-47 (helicopter),47,47,0,11.6532458,106.6099206,33.9595974,-83.376678,21.5822247,39.1640396,A midair collision occurred in poor visibility approximately 18 miles north of Beauvais  France. This was the  first commercial midair collision in aviation history. Two killed on the de Havilland  five on the Faman F-60.
5/5/72,22:24, Carini, Italy,Alitalia,Cotabato,Djibouti,McDonnell Douglas DC-8-43,115,115,0,38.131172,13.1818847,11.85677545,42.75778452,7.27,124.86,The mail plane ditched into the English Channel after encountering 60 mile-an-hour gale force winds.
4/26/72,, An Loc, Vietnam,Military - U.S. Air Force,Sao Paulo,Kano,Lockheed C-130E Hercules,6,6,0,11.6532458,106.6099206,11.9918671,8.5303654,-23.5476397,-46.637365,
2/10/72,18:00, Adler, Russia,Aeroflot,Jeddah,Dubai,Ilyushin IL-18B,109,109,0,47.5067342,7.697178,25.2683521,55.2961962,21.5822247,39.1640396,
1/21/72,, Adana, Turkey,Turkish Airlines (THY),Donetsk,Casablanca,MDonnell Douglas DC-9-32,8,1,0,37.0033484,35.3263252,33.5939157,-7.6176293,48.0158753,37.8013407,Shot down by british aircraft.
1/21/72,10:30, Betania, Colombia,SATENA,Saigon,Seville,Douglas C-47,39,39,0,5.73408585,-75.98205163,37.3886303,-5.9953171,10.7758439,106.7017555,
8/28/71,, Copenhagen, Denmark,Malev Hungarian Airlines,Napoli,Westover Field,Ilyushin IL-18D,34,32,0,55.6867243,12.5700724,36.7606099,-76.22628993,40.8441164,14.2422998,While on a sightseeing trip  the plane ran out of fuel and crashed. Carelessness and negligence on the part of the pilot for not replenishing his fuel supply before it got dangerously low and poor judgment on his part for attempting to return to the airport when there was open terrain ahead of him. Many passengers did not use their seatbelts nor were they instructed in their use.
6/17/71,14:30, Arica, Chile,SAVCO,Saigon,Brussel,Douglas DC-6,6,6,0,-18.4784237,-70.3211626,50.84404145,4.367201694,10.7758439,106.7017555,
6/6/71,17:11, Duarte, California,Hughes Airwest  / Military - US Marine Air Corps,Goma,Johannesburg,McDonnell Douglas DC-9-31 / F4-B,51,50,0,34.1394513,-117.9772873,-26.205,28.0497222,-1.6665893,29.2256875,Engine failure.
5/26/71,15:00, Capetown, South Africa,Military - South African Air Force,Bouceif,Fort Worth,Hawker Siddeley HS 125-400B (3),11,11,0,-38.6717208,145.6160882,32.753177,-97.3327459,18.0979661,-15.9683772,
2/10/71,11:10, Aarsele, Belgium,British European Airways,Abidjan,Lagos,Vickers Vanguard 951,63,63,0,50.9972412,3.41398842,20.0171109,103.378253,5.4091179,-4.0422099,Struck by lightning and crashed into the BaltiSea.
12/31/70,, Algiers, Algeria,Rousseau Aviaiton,Bata,Manilla,Nord 262E,31,31,0,28.0000272,2.9999825,14.5906216,120.9799696,46.0170337,22.0372925,
9/30/70,, Da 9999g, Vietnam,Air Vietnam (South Vietnam),Bloemfontein,Huanuco,Douglas DC-3-DST,38,38,0,16.0679814,108.2119396,-9.5,-75.833333,-29.1163947,26.2154956,
9/8/70,15:00, Cuzco, Peru,Lineas Aereas Nacionales SA (Peru),Shanghai,Agana,Lockheed 188A Electra,100,99,2,-13.5212349,-71.9711244,13.47274,144.7520303,31.2253441,121.4888922,Crashed into mountains and caught fire.  The plane was carrying mainly German tourists.
7/12/70,, Constanta, Romania,Tarom,Gander,Denver,BAC One-Eleven  424EU,27,18,0,44.173005,28.62139159,39.7391536,-104.9847034,48.9541833,-54.6105421,The postal plane crashed at Atalaya Beach.
3/16/70,11:30, Da 9999g, South Vietnam,Military - U.S. Navy,Ashville,Huambo,Lockheed EC-121P,31,23,0,16.0679814,108.2119396,-12.7765392,15.7320468,38.1341201,-85.579584,
1/28/70,, Batagai, Russia,Aeroflot,Hargeisa,Petropavlovsk,Antonov AN-24,34,34,0,67.6549095,134.6350713,54.8668104,69.1334984,9.5537463,44.0572714,"Following the conclusion of an aerial tour carrying Sir John Salmond  the aircraft departed Adelaide piloted by C. W. A. Scott with an engineer as passenger. Control was lost in the cloud during an attempt to cross the Adelaide Hills, the aircraft crashed and caught fire."
1/25/70,, Delhi, India,Royal Nepal Airlines,Da 9999g,Irkutsk,Fokker F-27 Friendship 200,23,1,0,28.6572914,77.2272603,52.2895979,104.2805843,16.0679814,108.2119396,Crashed in a snowstorm after the pilot cut the motor and the plane crashed into a hill.
9/9/69,14:29, Fairland, Indiana,Allegheny Airlines / Forth Corporation,Simra,Lubumbashi,MD Douglas DC-9-31/Piper Cherokee PA-28,83,83,0,39.0762198,-76.9577534,-11.6642316,27.4826264,27.1649765,84.9787149,One aircraft from a squadron performing aerobatics before a large crowd crashed into the grandstands. A gust of wind caused the aircraft to lose control during a looping maneuver.
6/1/69,20:35, Bradford, Pennsylvania,Allegheny Airlines,Chiclayo,New Delhi,Convair CV-580,28,11,0,53.7941567,-1.7494778,28.6138967,77.2159562,-6.766667,-79.85,While attempting to land the plane struck a building and fell into the Connecticut river.
5/2/69,11:45, Batan Islands, Philippines,Military - U.S. Air Force,Saint Louis,Brest,Lockheed C-130H,14,13,0,20.424138,121.8382904,48.3905283,-4.4860088,16.187637,-15.2954315,The aircraft's wingtip struck the water and crashed into Rio de Janeiro Bay.
4/15/69,13:50, Chongjin, North Korea,Military - U.S. Navy,Chicago,San Andres,Lockheed EC-121M,31,31,0,41.9858789,129.8908444,12.5932929,121.9630374,41.8755546,-87.6244212,Crashed into Last Chance Hill in the Catskill Mountains at an altitude of 2 000 feet in fog and thunderstorms while en route.
3/20/69,2:00, Aswan, Egypt,United Arab Airlines,Bombay,London,Ilyushin IL-18D,105,100,0,24.0910711,32.8973065,51.5073219,-0.1276474,18.9523804,72.8327112,The She9999doah was flying over Southern Ohio when she abruptly encountered violent atmosphericonditions (thunderstorms). Powerful air currents buffeted her so severely that her crew was unable to maintain control. Rising rapidly above her pressure height  then falling and rising again  her hull structure was overstressed amidships  breaking the airship in two. She9999doah's external control car and two engine cars fell free  carrying the dirigible's commanding officer and several other men to their deaths. The stern section came down nearby  while several men were able to fly the bow section to ground as a free balloon.
11/9/68,10:30, Cap d'Antibes, France,Air France,Cuzco,Damascus,Sud-Aviation Caravelle 3,95,95,0,43.5548344,7.1284027,33.5130695,36.3095814,-13.5212349,-71.9711244,
10/21/68,6:00, Ban Me Thuot, South Vietnam,Military - U.S. Air Force,Medellin,Paris,Douglas C-47D,23,23,0,12.6796827,108.0447368,48.8565056,2.3521334,6.2443382,-75.573553,Engine failure.
10/1/68,14:00, Copper Canyon, Nevada,Military - U.S. Marine Corps,Manchester,Port Etienne,Douglas C-54P,19,19,0,36.228179,-112.3773819,-21.2422312,55.4522292,53.4791466,-2.2447445,
9/28/68,, Biafra, Nigeria,Pan African Airlines,Maiquetia,Hamberg,Douglas C-54B,57,57,1,5.3134385,-4.0048374,53.5437641,10.0099133,10.5941608,-66.9554841,The plane was making the last of a number of sightseeing flights when one of it's three engines failed. The Plane went out of control at an altitude of 200 ft. and crashed into a railroad freight car. Engine failure.
8/7/68,, Dharan, Saudi Arabia,Saudi Arabian Airlines,Pohang,Kisangani,Convair CV-340-68B,11,11,0,26.2966528,50.1202146,0.5184021,25.2057292,36.0189315,129.3429384,Pilot error.
6/25/68,7:30, Bearcat, South Vietnam,Military - U.S. Army,Union Island,Brussels,Bell UH-1H / Bell UH-1H / Bell UH-1H,29,29,0,29.7284446,-98.6907741,50.84404145,4.367201694,37.8457599,-121.4585588,
4/30/68,, Chaklala, West Pakistan,Military - Pakistan Air Force,Yaounde,London,Lockheed Martin L-100-10,22,22,0,33.5878597,73.0872416,51.5073219,-0.1276474,3.8689867,11.5213344,
3/10/68,, Camp Evans, Vietnam,Military - U.S. Air Force,Cucuta,Catumbela,de Havilland Canada C-7B Caribou,13,13,11,32.0752009,-81.8187975,-12.4315956,13.5446725,7.8971458,-72.5080387,The mail plane crashed 8 miles west of Salt Lake airport. It is believed the plane overturned while attempting to land in the dark.
3/9/68,21:25, Burgas, Bulgaria,Bulair TABSO,Mexico City,La Paz,Ilyushin IL-18,89,47,0,44.4847464,2.14983,-16.495647,-68.133542,19.4325301,-99.1332102,
2/29/68,, Bratsk, Russia,Aeroflot,Guernsey,Merida,Ilyushin IL-18D,82,82,0,56.1632985,101.6112811,38.9174665,-6.3443977,49.46229125,-2.5812021,Crashed into hill while attempting to land.
12/29/67,, Dien Bien Phu, Vietnam,Military - U.S. Air Force,Bogota via Neiva,Funchal,Lockheed C-130E-I Hercules,11,11,0,21.3874893,103.0185,32.647002,-16.9095257,2.92521,-75.2880376,Crashed into Lone Peak while attempting to land at Salt Lake. Inability of the pilots to identify the south leg of the Salt Lake radio range due to a local staticondition which rendered both range receivers in the airplane inoperative.
4/9/67,, Bao Loc, Vietnam,Military - U.S. Air Force,Nova Lisboa,Quito,Fairchild C-123K,11,11,0,51.0432015,13.6784186,-0.2201687,-78.5120913,-12.7765392,15.7320468,
3/13/67,17:10, East London, South Africa,South African Airways,Baku,Kulu,Vickers Viscount 818,25,25,0,-33.0191604,27.8998573,39.00987075,33.04206409,3.4167665,23.8159499,The plane crashed into the side of a mountain (Humpy Ridge)  in level flight at 10 000 ft. under adverse weather conditions. Staticonditions encountered in the last portion of the flight which rendered the reception of radio range signals unintelligible. The continuation of the flight into mountainous country at an altitude below of higher mountains without the aid of ground visibility or radio signals to definitely identify position. A change in the weather caused by the approach of an unpredicted cold front.
11/24/66,16:30, Bratislava, Czechoslovakia,Transportno Aviatsionno Bulgaro-Soviet Obshchestvo,Chungking,Perm,Ilyushin IL-18B,82,82,0,48.1359085,17.15974406,58.0149643,56.2467244,22.29636555,114.1728539,The airship was on its inaugural flight from Cardington  England to Karachi  (Pakistan). During a storm on the first night  it suddenly nosedived  leveled briefly  then dived again crashing and burning. Preparations had been rushed for political reasons and there had been no full-speed test flight. In the wind and rain  the outer cover split open at the front so that the two forward gasbags ruptured simultaneously. Dropping ballast raised the nose  but only because there was also dynamilift  which was promptly lost as speed was reduced  presumably to save the remaining gasbags.
11/22/66,12:20, Aden, Yemen,Aden Airways,Agadir,Sao Paulo,Douglas DC-3,30,30,0,12.8331607,44.9166065,-23.5476397,-46.637365,30.4218772,-9.5850476,
11/15/66,2:42, Dallgow, Germany,Pan American Airways,Hong Kong,Ibague,Boeing 727-21,3,3,0,52.5406088,13.0604834,4.4435487,-75.2411321,22.2793278,114.1628131,Crashed into the side of a mountain in fog.
11/11/66,1:43, Chatham, Massachusetts,Military - U.S. Air Force,Rome,Omaha,Lockheed EC-121H,19,19,0,31.9668887,-81.0626008,41.2587317,-95.9378732,41.8933439,12.4830718,The aircraft crashed while en route in a severe snowstorm.  Icing. The aircraft was named 'Emeraude.'
6/16/66,8:48, Columbia City, Indiana,Zantop Air Transport,Nome,Atlanta,Curtiss C-46A,3,3,0,41.1572639,-85.4883072,33.7490987,-84.3901849,64.5011111,-165.4063889,Crashed full speed into a hill  450 feet high in rain and fog. Pilot error.
4/5/66,8:00, Di Linh, South Vietnam,Military - U.S. Army,Perpig9999,Isiro,Boeing CH47A (helicopter),20,20,0,11.5807423,108.074616,2.7742702,27.6208169,42.6953868,2.8844713,
1/15/66,20:55, Cartagena, Colombia,AVIANCA,Panchkhal,Monrovia,Douglas DC-6-54B,64,56,0,10.4236044,-75.524172,6.3280343,-10.7977882,27.6575601,85.6236287,The mail plane crashed in a snowstorm. The pilot died two days later from his injuries.
12/8/65,11:00, Cuiaba, Brazil,Paraense Transportes AÃ‡Â¸reos,Paris,Roanoke,Curtiss C-46A,13,13,0,-15.5986686,-56.0991301,37.270973,-79.9414313,48.8565056,2.3521334,Pilot error.
10/19/64,11:35, Belgrade, Yugoslavia,Military - Soviet Air Force,Douala,Goma,Ilyushin IL-18,33,33,0,44.8178787,20.4568089,-1.6665893,29.2256875,4.05372875,9.664306826,
9/15/64,17:51, Condoto, Colombia,AVIANCA,Brussels,Glenn Falls,Douglas C-47A,2,2,0,5.09567995,-76.51148362,33.507187,-82.2199181,50.84404145,4.367201694,
3/2/64,, Ankara, Turkey,Turkish Airlines (THY),Philippines,Alexandria,Douglas C-47A,3,3,0,39.9220794,32.853758,31.1990035,29.8943785,12.7503486,122.7312101,
2/22/64,4:50, Forsyth, Montana,Commercial Air Taxi,Ketchikan,Lago Agrio,Beechcraft C35,2,2,0,34.235309,-84.1335644,0.0849558,-76.883504,55.3430696,-131.6466819,The aircraft flew into the ground during approach in poor visibility. The first officer was commander of the military flying school Soesterberg.
10/18/63,, Aswan, Egypt,Military - Soviet Air Force,Bombay,Bangkok,Antonov AN-12,31,31,0,24.0910711,32.8973065,13.5859219,100.4160866,18.9523804,72.8327112,
7/27/63,1:50, Bandra, India,United Arab Airlines,Churchhill,Bluefields,de Havilland Comet 4C,63,63,0,19.0549792,72.8402203,12.0130526,-83.7649647,51.1578476,-4.121371,Engine failure.
6/16/63,, Aysen, Chile,Military - Chilean Air Force,Tikis,Cauayan,Douglas C-47A,20,19,0,-46.1434628,-74.36485953,9.98578105,122.4926651,42.8308185,80.0507393,
3/5/63,13:27, Buca, Cameroon,Air Afrique,Jinhae,Veracruz,Douglas DC-6B,55,55,0,38.3385885,27.24331775,19.333333,-96.666667,35.1574563,128.7019535,The french postal plane crashed into mountains.
2/3/63,10:02, Davao City, Philippines,Philippine Air Lines,Luanda,Cali,Douglas DC-3,27,27,0,7.22650725,125.4548877,3.4319329,-76.5113048,-8.8271656,13.2436665,
12/22/62,, Brasilia, Brazil,Varig,New Orleans,Chicago,Convair CV-240-2,40,1,0,-10.3333333,-53.2,41.8755546,-87.6244212,29.9499323,-90.0701156,Crashed into Boston Harbor after loosing the right  engine on takeoff.
10/9/62,, Alcoche, Bolivia,Aerolineas Abaroa,Novosibirsk,Rome,Douglas C-47A,4,4,0,-16.4782971,-68.1197336,41.8933439,12.4830718,55.0282215,82.9234476,
6/28/62,, Adler, Russia,Aeroflot,Marseille,Dubai,Antonov AN-10A,81,81,0,47.5067342,7.697178,25.2683521,55.2961962,43.2961743,5.3699525,
5/15/62,, Cairo, Egypt,United Arab Airlines,Oslo,Uribe,Douglas DC-3,3,3,0,30.0488185,31.2436663,43.0984648,-2.772139041,59.9132694,10.7391112,
7/19/61,8:00, Azul, Argentina,Aerolineas Argentinas,Manila,Beirut,Douglas DC-6,67,67,0,7.2632869,-72.7060341,33.8959203,35.47843,14.5906216,120.9799696,Crashed in adverse weather conditions.  Engine failure.
10/6/60,,  Mackay, Qld. Australia,Trans Australia Airlines,Pelee Island,Windsor,Fokker F-27 Friendship 100,29,29,0,-21.141956,149.1865149,42.3032758,-83.0285111,41.8171158,-82.6457748,Shot down in flames by the British 39th Home Defence Squadron.
9/29/60,12:15, Elba, Italy,United Arab Airlines,Ramstein AB,New Delhi,Vickers Viscount 739B,21,21,0,42.7715975,10.295305,28.6138967,77.2159562,49.44094805,7.602079524,Crashed in fog within a few miles of it's destination near Bourget Airport.
8/29/60,6:50, Dakar, Senegal,Air France,Chicago,Madrid,Lockheed 1049G Super Constellation,63,63,0,14.6930042,-17.447026,40.4167047,-3.7035825,41.8755546,-87.6244212,
8/17/60,23:45, El Kelaa, Morocco,Military - French Naval Aviation,Bangkok,Kathmandu,Avro Lancaster 1,20,20,0,36.7209391,5.9273344,27.7076762,85.3148882,13.5859219,100.4160866,Missing. One postal bag found in a glacier.
6/7/60,14:30, Barnegat City, New Jersey,Military - U.S. Navy,Boise,Detroit,Goodyear ZPG-3W (airship),21,18,0,37.5349982,-122.2448996,42.3486635,-83.0567375,43.615046,-116.2044429,The air mail plane crashed into a grove of cottonwood trees and burned. Businessman F.H. Craig was killed and pilot Frank Yegar injured. The pilot descended in altitude due to air pockets.The plane then ran into an air pocket that brought the plane down into the grove of trees.
4/28/60,8:22, Calabozo, Venezuela,Linea Aeropostal Venezolana,London,Cuenca,Douglas DC-3,13,13,0,8.5843653,-76.3139852,40.0681156,-2.1348241,51.5073219,-0.1276474,
1/26/60,0:15, Bathurst Island, Australia,Transportes AÃ‡Â¸reos de Timor,Bratislava,Kingston,de Havilland DH-114 Heron 2D,9,9,0,-16.0361199,123.5294631,17.9712148,-76.7928128,48.1359085,17.15974406,Crashed in fog.
8/27/59,, Asuncion, Paraguay,Aerolineas Argentinas,Bangkok,Bangkok,de Havilland DH-106 Comet 4,50,2,0,-25.2960638,-57.6311446,13.5859219,100.4160866,13.5859219,100.4160866,Shortly after taking off  witnesses observed a puff of white smoke after which the plane nose-dived into the ground. Fuel starvation. Captain Stewart and seven passengers were killed in an attempted forced landing.
8/12/59,16:57, Cartagena, Colombia,Sociedad Aeronautica Medellin,Memphis,Douala,Curtiss C-46A,45,45,0,10.4236044,-75.524172,4.05372875,9.664306826,35.1490215,-90.0516285,
3/29/59,, Banga, Central African Republic,Union Aeromaritime de Transport,N'Djamena,Lobito,Nord 2501 Noratlas,9,9,0,11.60317025,122.3333174,-12.3506867,13.5464318,12.1191543,15.0502758,Went into a tailspin and crashed into a corn field
11/1/57,9:00, Buenos Aires, Argentina,Fuerza AÃ‡Â¸rea Argentina,Rome,Kansas City,Vickers 615 Viking 1B,33,17,1,-34.612869,-58.4459789,39.0844687,-94.5630298,41.8933439,12.4830718,
10/30/57,, Campeche, Mexico,Transportes Aereos Mexicanos,Quito,Da 9999g,Fairchild C-82A,3,3,0,19,-90.5,16.0679814,108.2119396,-0.2201687,-78.5120913,Under orders from his supervisor  the pilot took off in extremely poor weather conditions. After encountering fog he attempted to turn back to the airport but a wing tip struck a knoll and the plane crashed.
6/22/57,7:50, Clarksburg, Maryland,Capital Airlines,9999cy,Bandung,Douglas C-47A,3,3,0,39.2806451,-80.3445341,-6.9344694,107.6049539,48.6928048,6.1838123,Crashed into Mar Chiquita Lagoon during a heavy rainstorm.
